entity_attribute_id,entity_type_id,attribute_set_id,attribute_group_id,attribute_id,sort_order
2123,4,27,138,156,30
2125,4,28,139,122,1
2127,4,28,140,103,1
2129,4,28,140,104,2
2131,4,28,140,105,3
2133,4,28,140,106,4
2135,4,28,140,107,5
2137,4,28,140,109,6
2139,4,28,141,100,1
2141,4,28,141,101,2
2143,4,28,419,85,1
2145,4,28,142,86,2
2147,4,28,419,87,3
2149,4,28,142,88,4
2151,4,28,142,95,5
2153,4,28,143,82,1
2155,4,28,143,83,2
2157,4,28,378,84,3
2159,4,28,501,75,1
2161,4,28,144,90,2
2163,4,28,144,76,3
2165,4,28,144,77,4
2167,4,28,144,78,5
2169,4,28,501,79,6
2171,4,28,144,91,7
2173,4,28,144,99,8
2175,4,28,144,118,9
2177,4,28,144,119,10
2179,4,28,144,120,11
2181,4,28,144,121,12
2183,4,28,144,126,13
2185,4,28,337,71,1
2187,4,28,337,72,2
2189,4,28,337,73,3
2191,4,28,337,74,4
2193,4,28,145,80,5
2195,4,28,145,89,6
2197,4,28,145,93,7
2199,4,28,145,94,8
2201,4,28,145,96,9
2203,4,28,145,97,10
2205,4,28,145,98,11
2207,4,28,145,102,12
2209,4,28,145,108,13
2211,4,28,145,110,14
2213,4,28,145,111,15
2215,4,28,145,112,16
2217,4,28,145,113,17
2219,4,28,145,114,18
2221,4,28,145,115,19
2223,4,28,145,116,20
2225,4,28,145,117,21
2227,4,28,145,123,22
2229,4,28,145,124,23
2231,4,28,145,125,24
2233,4,28,145,127,25
2235,4,28,145,128,26
2237,4,28,145,129,27
2239,4,28,145,130,28
2241,4,28,145,131,29
2243,4,28,145,156,30
2245,4,29,146,122,1
2247,4,29,147,103,1
2249,4,29,147,104,2
2251,4,29,147,105,3
2253,4,29,147,106,4
2255,4,29,147,107,5
2257,4,29,147,109,6
2259,4,29,148,100,1
2261,4,29,148,101,2
2263,4,29,420,85,1
2265,4,29,149,86,2
2267,4,29,420,87,3
2269,4,29,149,88,4
2271,4,29,149,95,5
2273,4,29,150,82,1
2275,4,29,150,83,2
2277,4,29,379,84,3
2279,4,29,502,75,1
2281,4,29,151,90,2
2283,4,29,151,76,3
2285,4,29,151,77,4
2287,4,29,151,78,5
2289,4,29,502,79,6
2291,4,29,151,91,7
2293,4,29,151,99,8
2295,4,29,151,118,9
2297,4,29,151,119,10
2299,4,29,151,120,11
2301,4,29,151,121,12
2303,4,29,151,126,13
2305,4,29,338,71,1
2307,4,29,338,72,2
2309,4,29,338,73,3
2311,4,29,338,74,4
2313,4,29,152,80,5
2315,4,29,152,89,6
2317,4,29,152,93,7
2319,4,29,152,94,8
2321,4,29,152,96,9
2323,4,29,152,97,10
2325,4,29,152,98,11
2327,4,29,152,102,12
2329,4,29,152,108,13
2331,4,29,152,110,14
2333,4,29,152,111,15
2335,4,29,152,112,16
2337,4,29,152,113,17
2339,4,29,152,114,18
2341,4,29,152,115,19
2343,4,29,152,116,20
2345,4,29,152,117,21
2347,4,29,152,123,22
2349,4,29,152,124,23
2351,4,29,152,125,24
2353,4,29,152,127,25
2355,4,29,152,128,26
2357,4,29,152,129,27
2359,4,29,152,130,28
2361,4,29,152,131,29
2363,4,29,152,156,30
2365,4,30,153,122,1
2367,4,30,154,103,1
2369,4,30,154,104,2
2371,4,30,154,105,3
2373,4,30,154,106,4
2375,4,30,154,107,5
2377,4,30,154,109,6
2379,4,30,155,100,1
2381,4,30,155,101,2
2383,4,30,421,85,1
2385,4,30,156,86,2
2387,4,30,421,87,3
2389,4,30,156,88,4
2391,4,30,156,95,5
2393,4,30,157,82,1
2395,4,30,157,83,2
2397,4,30,380,84,3
2399,4,30,503,75,1
2401,4,30,158,90,2
2403,4,30,158,76,3
2405,4,30,158,77,4
2407,4,30,158,78,5
2409,4,30,503,79,6
2411,4,30,158,91,7
2413,4,30,158,99,8
2415,4,30,158,118,9
2417,4,30,158,119,10
2419,4,30,158,120,11
2421,4,30,158,121,12
2423,4,30,158,126,13
2425,4,30,339,71,1
2427,4,30,339,72,2
2429,4,30,339,73,3
2431,4,30,339,74,4
2433,4,30,159,80,5
2435,4,30,159,89,6
2437,4,30,159,93,7
2439,4,30,159,94,8
2441,4,30,159,96,9
2443,4,30,159,97,10
2445,4,30,159,98,11
2447,4,30,159,102,12
2449,4,30,159,108,13
2451,4,30,159,110,14
2453,4,30,159,111,15
2455,4,30,159,112,16
2457,4,30,159,113,17
2459,4,30,159,114,18
2461,4,30,159,115,19
2463,4,30,159,116,20
2465,4,30,159,117,21
2467,4,30,159,123,22
2469,4,30,159,124,23
2471,4,30,159,125,24
2473,4,30,159,127,25
2475,4,30,159,128,26
2477,4,30,159,129,27
2479,4,30,159,130,28
2481,4,30,159,131,29
2483,4,30,159,156,30
2485,4,31,160,122,1
2487,4,31,161,103,1
2489,4,31,161,104,2
2491,4,31,161,105,3
2493,4,31,161,106,4
2495,4,31,161,107,5
2497,4,31,161,109,6
2499,4,31,162,100,1
2501,4,31,162,101,2
2503,4,31,422,85,1
2505,4,31,163,86,2
2507,4,31,422,87,3
2509,4,31,163,88,4
2511,4,31,163,95,5
2513,4,31,164,82,1
2515,4,31,164,83,2
2517,4,31,381,84,3
2519,4,31,504,75,1
2521,4,31,165,90,2
2523,4,31,165,76,3
2525,4,31,165,77,4
2527,4,31,165,78,5
2529,4,31,504,79,6
2531,4,31,165,91,7
2533,4,31,165,99,8
2535,4,31,165,118,9
2537,4,31,165,119,10
2539,4,31,165,120,11
2541,4,31,165,121,12
2543,4,31,165,126,13
2545,4,31,340,71,1
2547,4,31,340,72,2
2549,4,31,340,73,3
2551,4,31,340,74,4
2553,4,31,166,80,5
2555,4,31,166,89,6
2557,4,31,166,93,7
2559,4,31,166,94,8
2561,4,31,166,96,9
2563,4,31,166,97,10
2565,4,31,166,98,11
2567,4,31,166,102,12
2569,4,31,166,108,13
2571,4,31,166,110,14
2573,4,31,166,111,15
2575,4,31,166,112,16
2577,4,31,166,113,17
2579,4,31,166,114,18
2581,4,31,166,115,19
2583,4,31,166,116,20
2585,4,31,166,117,21
2587,4,31,166,123,22
2589,4,31,166,124,23
2591,4,31,166,125,24
2593,4,31,166,127,25
2595,4,31,166,128,26
2597,4,31,166,129,27
2599,4,31,166,130,28
2601,4,31,166,131,29
2603,4,31,166,156,30
2605,4,32,167,122,1
2607,4,32,168,103,1
2609,4,32,168,104,2
2611,4,32,168,105,3
2613,4,32,168,106,4
2615,4,32,168,107,5
2617,4,32,168,109,6
2619,4,32,169,100,1
2621,4,32,169,101,2
2623,4,32,423,85,1
2625,4,32,170,86,2
2627,4,32,423,87,3
2629,4,32,170,88,4
2631,4,32,170,95,5
2633,4,32,171,82,1
2635,4,32,171,83,2
2637,4,32,382,84,3
2639,4,32,505,75,1
2641,4,32,172,90,2
2643,4,32,172,76,3
2645,4,32,172,77,4
2647,4,32,172,78,5
2649,4,32,505,79,6
2651,4,32,172,91,7
2653,4,32,172,99,8
2655,4,32,172,118,9
2657,4,32,172,119,10
2659,4,32,172,120,11
2661,4,32,172,121,12
2663,4,32,172,126,13
2665,4,32,341,71,1
2667,4,32,341,72,2
2669,4,32,341,73,3
2671,4,32,341,74,4
2673,4,32,173,80,5
2675,4,32,173,89,6
2677,4,32,173,93,7
2679,4,32,173,94,8
2681,4,32,173,96,9
2683,4,32,173,97,10
2685,4,32,173,98,11
2687,4,32,173,102,12
2689,4,32,173,108,13
2691,4,32,173,110,14
2693,4,32,173,111,15
2695,4,32,173,112,16
2697,4,32,173,113,17
2699,4,32,173,114,18
2701,4,32,173,115,19
2703,4,32,173,116,20
2705,4,32,173,117,21
2707,4,32,173,123,22
2709,4,32,173,124,23
2711,4,32,173,125,24
2713,4,32,173,127,25
2715,4,32,173,128,26
2717,4,32,173,129,27
2719,4,32,173,130,28
2721,4,32,173,131,29
2723,4,32,173,156,30
2725,4,33,174,122,1
2727,4,33,175,103,1
2729,4,33,175,104,2
2731,4,33,175,105,3
2733,4,33,175,106,4
2735,4,33,175,107,5
2737,4,33,175,109,6
2739,4,33,176,100,1
2741,4,33,176,101,2
2743,4,33,424,85,1
2745,4,33,177,86,2
2747,4,33,424,87,3
2749,4,33,177,88,4
2751,4,33,177,95,5
2753,4,33,178,82,1
2755,4,33,178,83,2
2757,4,33,383,84,3
2759,4,33,506,75,1
2761,4,33,179,90,2
2763,4,33,179,76,3
2765,4,33,179,77,4
2767,4,33,179,78,5
2769,4,33,506,79,6
2771,4,33,179,91,7
2773,4,33,179,99,8
2775,4,33,179,118,9
2777,4,33,179,119,10
2779,4,33,179,120,11
2781,4,33,179,121,12
2783,4,33,179,126,13
2785,4,33,342,71,1
2787,4,33,342,72,2
2789,4,33,342,73,3
2791,4,33,342,74,4
2793,4,33,180,80,5
2795,4,33,180,89,6
2797,4,33,180,93,7
2799,4,33,180,94,8
2801,4,33,180,96,9
2803,4,33,180,97,10
2805,4,33,180,98,11
2807,4,33,180,102,12
2809,4,33,180,108,13
2811,4,33,180,110,14
2813,4,33,180,111,15
2815,4,33,180,112,16
2817,4,33,180,113,17
2819,4,33,180,114,18
2821,4,33,180,115,19
2823,4,33,180,116,20
2825,4,33,180,117,21
2827,4,33,180,123,22
2829,4,33,180,124,23
2831,4,33,180,125,24
2833,4,33,180,127,25
2835,4,33,180,128,26
2837,4,33,180,129,27
2839,4,33,180,130,28
2841,4,33,180,131,29
2843,4,33,180,156,30
2845,4,34,181,122,1
2847,4,34,182,103,1
2849,4,34,182,104,2
2851,4,34,182,105,3
2853,4,34,182,106,4
2855,4,34,182,107,5
2857,4,34,182,109,6
2859,4,34,183,100,1
2861,4,34,183,101,2
2863,4,34,425,85,1
2865,4,34,184,86,2
2867,4,34,425,87,3
2869,4,34,184,88,4
2871,4,34,184,95,5
2873,4,34,185,82,1
2875,4,34,185,83,2
2877,4,34,384,84,3
2879,4,34,507,75,1
2881,4,34,186,90,2
2883,4,34,186,76,3
2885,4,34,186,77,4
2887,4,34,186,78,5
2889,4,34,507,79,6
2891,4,34,186,91,7
2893,4,34,186,99,8
2895,4,34,186,118,9
2897,4,34,186,119,10
2899,4,34,186,120,11
2901,4,34,186,121,12
2903,4,34,186,126,13
2905,4,34,343,71,1
2907,4,34,343,72,2
2909,4,34,343,73,3
2911,4,34,343,74,4
2913,4,34,187,80,5
2915,4,34,187,89,6
2917,4,34,187,93,7
2919,4,34,187,94,8
2921,4,34,187,96,9
2923,4,34,187,97,10
2925,4,34,187,98,11
2927,4,34,187,102,12
2929,4,34,187,108,13
2931,4,34,187,110,14
2933,4,34,187,111,15
2935,4,34,187,112,16
2937,4,34,187,113,17
2939,4,34,187,114,18
2941,4,34,187,115,19
2943,4,34,187,116,20
2945,4,34,187,117,21
2947,4,34,187,123,22
2949,4,34,187,124,23
2951,4,34,187,125,24
2953,4,34,187,127,25
2955,4,34,187,128,26
2957,4,34,187,129,27
2959,4,34,187,130,28
2961,4,34,187,131,29
2963,4,34,187,156,30
2965,4,35,188,122,1
2967,4,35,189,103,1
2969,4,35,189,104,2
2971,4,35,189,105,3
2973,4,35,189,106,4
2975,4,35,189,107,5
2977,4,35,189,109,6
2979,4,35,190,100,1
2981,4,35,190,101,2
2983,4,35,426,85,1
2985,4,35,191,86,2
2987,4,35,426,87,3
2989,4,35,191,88,4
2991,4,35,191,95,5
2993,4,35,192,82,1
2995,4,35,192,83,2
2997,4,35,385,84,3
2999,4,35,508,75,1
3001,4,35,193,90,2
3003,4,35,193,76,3
3005,4,35,193,77,4
3007,4,35,193,78,5
3009,4,35,508,79,6
3011,4,35,193,91,7
3013,4,35,193,99,8
3015,4,35,193,118,9
3017,4,35,193,119,10
3019,4,35,193,120,11
3021,4,35,193,121,12
3023,4,35,193,126,13
3025,4,35,344,71,1
3027,4,35,344,72,2
3029,4,35,344,73,3
3031,4,35,344,74,4
3033,4,35,194,80,5
3035,4,35,194,89,6
3037,4,35,194,93,7
3039,4,35,194,94,8
3041,4,35,194,96,9
3043,4,35,194,97,10
3045,4,35,194,98,11
3047,4,35,194,102,12
3049,4,35,194,108,13
3051,4,35,194,110,14
3053,4,35,194,111,15
3055,4,35,194,112,16
3057,4,35,194,113,17
3059,4,35,194,114,18
3061,4,35,194,115,19
3063,4,35,194,116,20
3065,4,35,194,117,21
3067,4,35,194,123,22
3069,4,35,194,124,23
3071,4,35,194,125,24
3073,4,35,194,127,25
3075,4,35,194,128,26
3077,4,35,194,129,27
3079,4,35,194,130,28
3081,4,35,194,131,29
3083,4,35,194,156,30
3085,4,36,195,122,1
3087,4,36,196,103,1
3089,4,36,196,104,2
3091,4,36,196,105,3
3093,4,36,196,106,4
3095,4,36,196,107,5
3097,4,36,196,109,6
3099,4,36,197,100,1
3101,4,36,197,101,2
3103,4,36,427,85,1
3105,4,36,198,86,2
3107,4,36,427,87,3
3109,4,36,198,88,4
3111,4,36,198,95,5
3113,4,36,199,82,1
3115,4,36,199,83,2
3117,4,36,386,84,3
3119,4,36,509,75,1
3121,4,36,200,90,2
3123,4,36,200,76,3
3125,4,36,200,77,4
3127,4,36,200,78,5
3129,4,36,509,79,6
3131,4,36,200,91,7
3133,4,36,200,99,8
3135,4,36,200,118,9
3137,4,36,200,119,10
3139,4,36,200,120,11
3141,4,36,200,121,12
3143,4,36,200,126,13
3145,4,36,345,71,1
3147,4,36,345,72,2
3149,4,36,345,73,3
3151,4,36,345,74,4
3153,4,36,201,80,5
3155,4,36,201,89,6
3157,4,36,201,93,7
3159,4,36,201,94,8
3161,4,36,201,96,9
3163,4,36,201,97,10
3165,4,36,201,98,11
3167,4,36,201,102,12
3169,4,36,201,108,13
3171,4,36,201,110,14
3173,4,36,201,111,15
3175,4,36,201,112,16
3177,4,36,201,113,17
3179,4,36,201,114,18
3181,4,36,201,115,19
3183,4,36,201,116,20
3185,4,36,201,117,21
3187,4,36,201,123,22
3189,4,36,201,124,23
3191,4,36,201,125,24
3193,4,36,201,127,25
3195,4,36,201,128,26
3197,4,36,201,129,27
3199,4,36,201,130,28
3201,4,36,201,131,29
3203,4,36,201,156,30
3205,4,37,202,122,1
3207,4,37,203,103,1
3209,4,37,203,104,2
3211,4,37,203,105,3
3213,4,37,203,106,4
3215,4,37,203,107,5
3217,4,37,203,109,6
3219,4,37,204,100,1
3221,4,37,204,101,2
3223,4,37,428,85,1
3225,4,37,205,86,2
3227,4,37,428,87,3
3229,4,37,205,88,4
3231,4,37,205,95,5
3233,4,37,206,82,1
3235,4,37,206,83,2
3237,4,37,387,84,3
3239,4,37,510,75,1
3241,4,37,207,90,2
3243,4,37,207,76,3
3245,4,37,207,77,4
3247,4,37,207,78,5
3249,4,37,510,79,6
3251,4,37,207,91,7
3253,4,37,207,99,8
3255,4,37,207,118,9
3257,4,37,207,119,10
3259,4,37,207,120,11
3261,4,37,207,121,12
3263,4,37,207,126,13
3265,4,37,346,71,1
3267,4,37,346,72,2
3269,4,37,346,73,3
3271,4,37,346,74,4
3273,4,37,208,80,5
3275,4,37,208,89,6
3277,4,37,208,93,7
3279,4,37,208,94,8
3281,4,37,208,96,9
3283,4,37,208,97,10
3285,4,37,208,98,11
3287,4,37,208,102,12
3289,4,37,208,108,13
3291,4,37,208,110,14
3293,4,37,208,111,15
3295,4,37,208,112,16
3297,4,37,208,113,17
3299,4,37,208,114,18
3301,4,37,208,115,19
3303,4,37,208,116,20
3305,4,37,208,117,21
3307,4,37,208,123,22
3309,4,37,208,124,23
3311,4,37,208,125,24
3313,4,37,208,127,25
3315,4,37,208,128,26
3317,4,37,208,129,27
3319,4,37,208,130,28
3321,4,37,208,131,29
3323,4,37,208,156,30
3325,4,38,209,122,1
3327,4,38,210,103,1
3329,4,38,210,104,2
3331,4,38,210,105,3
3333,4,38,210,106,4
3335,4,38,210,107,5
3337,4,38,210,109,6
3339,4,38,211,100,1
3341,4,38,211,101,2
3343,4,38,429,85,1
3345,4,38,212,86,2
3347,4,38,429,87,3
3349,4,38,212,88,4
3351,4,38,212,95,5
3353,4,38,213,82,1
3355,4,38,213,83,2
3357,4,38,388,84,3
3359,4,38,511,75,1
3361,4,38,214,90,2
3363,4,38,214,76,3
3365,4,38,214,77,4
3367,4,38,214,78,5
3369,4,38,511,79,6
3371,4,38,214,91,7
3373,4,38,214,99,8
3375,4,38,214,118,9
3377,4,38,214,119,10
3379,4,38,214,120,11
3381,4,38,214,121,12
3383,4,38,214,126,13
3385,4,38,347,71,1
3387,4,38,347,72,2
3389,4,38,347,73,3
3391,4,38,347,74,4
3393,4,38,215,80,5
3395,4,38,215,89,6
3397,4,38,215,93,7
3399,4,38,215,94,8
3401,4,38,215,96,9
3403,4,38,215,97,10
3405,4,38,215,98,11
3407,4,38,215,102,12
3409,4,38,215,108,13
3411,4,38,215,110,14
3413,4,38,215,111,15
3415,4,38,215,112,16
3417,4,38,215,113,17
3419,4,38,215,114,18
3421,4,38,215,115,19
3423,4,38,215,116,20
3425,4,38,215,117,21
3427,4,38,215,123,22
3429,4,38,215,124,23
3431,4,38,215,125,24
3433,4,38,215,127,25
3435,4,38,215,128,26
3437,4,38,215,129,27
3439,4,38,215,130,28
3441,4,38,215,131,29
3443,4,38,215,156,30
3445,4,39,216,122,1
3447,4,39,217,103,1
3449,4,39,217,104,2
3451,4,39,217,105,3
3453,4,39,217,106,4
3455,4,39,217,107,5
3457,4,39,217,109,6
3459,4,39,218,100,1
3461,4,39,218,101,2
3463,4,39,430,85,1
3465,4,39,219,86,2
3467,4,39,430,87,3
3469,4,39,219,88,4
3471,4,39,219,95,5
3473,4,39,220,82,1
3475,4,39,220,83,2
3477,4,39,389,84,3
3479,4,39,512,75,1
3481,4,39,221,90,2
3483,4,39,221,76,3
3485,4,39,221,77,4
3487,4,39,221,78,5
3489,4,39,512,79,6
3491,4,39,221,91,7
3493,4,39,221,99,8
3495,4,39,221,118,9
3497,4,39,221,119,10
3499,4,39,221,120,11
3501,4,39,221,121,12
3503,4,39,221,126,13
3505,4,39,348,71,1
3507,4,39,348,72,2
3509,4,39,348,73,3
3511,4,39,348,74,4
3513,4,39,222,80,5
3515,4,39,222,89,6
3517,4,39,222,93,7
3519,4,39,222,94,8
3521,4,39,222,96,9
3523,4,39,222,97,10
3525,4,39,222,98,11
3527,4,39,222,102,12
3529,4,39,222,108,13
3531,4,39,222,110,14
3533,4,39,222,111,15
3535,4,39,222,112,16
3537,4,39,222,113,17
3539,4,39,222,114,18
3541,4,39,222,115,19
3543,4,39,222,116,20
3545,4,39,222,117,21
3547,4,39,222,123,22
3549,4,39,222,124,23
3551,4,39,222,125,24
3553,4,39,222,127,25
3555,4,39,222,128,26
3557,4,39,222,129,27
3559,4,39,222,130,28
3561,4,39,222,131,29
3563,4,39,222,156,30
3565,4,40,223,122,1
3567,4,40,224,103,1
3569,4,40,224,104,2
3571,4,40,224,105,3
3573,4,40,224,106,4
3575,4,40,224,107,5
3577,4,40,224,109,6
3579,4,40,225,100,1
3581,4,40,225,101,2
3583,4,40,431,85,1
3585,4,40,226,86,2
3587,4,40,431,87,3
3589,4,40,226,88,4
3591,4,40,226,95,5
3593,4,40,227,82,1
3595,4,40,227,83,2
3597,4,40,390,84,3
3599,4,40,513,75,1
3601,4,40,228,90,2
3603,4,40,228,76,3
3605,4,40,228,77,4
3607,4,40,228,78,5
3609,4,40,513,79,6
3611,4,40,228,91,7
3613,4,40,228,99,8
3615,4,40,228,118,9
3617,4,40,228,119,10
3619,4,40,228,120,11
3621,4,40,228,121,12
3623,4,40,228,126,13
3625,4,40,349,71,1
3627,4,40,349,72,2
3629,4,40,349,73,3
3631,4,40,349,74,4
3633,4,40,229,80,5
3635,4,40,229,89,6
3637,4,40,229,93,7
3639,4,40,229,94,8
3641,4,40,229,96,9
3643,4,40,229,97,10
3645,4,40,229,98,11
3647,4,40,229,102,12
3649,4,40,229,108,13
3651,4,40,229,110,14
3653,4,40,229,111,15
3655,4,40,229,112,16
3657,4,40,229,113,17
3659,4,40,229,114,18
3661,4,40,229,115,19
3663,4,40,229,116,20
3665,4,40,229,117,21
3667,4,40,229,123,22
3669,4,40,229,124,23
3671,4,40,229,125,24
3673,4,40,229,127,25
3675,4,40,229,128,26
3677,4,40,229,129,27
3679,4,40,229,130,28
3681,4,40,229,131,29
3683,4,40,229,156,30
3685,4,41,230,122,1
3687,4,41,231,103,1
3689,4,41,231,104,2
3691,4,41,231,105,3
3693,4,41,231,106,4
3695,4,41,231,107,5
3697,4,41,231,109,6
3699,4,41,232,100,1
3701,4,41,232,101,2
3703,4,41,432,85,1
3705,4,41,233,86,2
3707,4,41,432,87,3
3709,4,41,233,88,4
3711,4,41,233,95,5
3713,4,41,234,82,1
3715,4,41,234,83,2
3717,4,41,391,84,3
3719,4,41,514,75,1
3721,4,41,235,90,2
3723,4,41,235,76,3
3725,4,41,235,77,4
3727,4,41,235,78,5
3729,4,41,514,79,6
3731,4,41,235,91,7
3733,4,41,235,99,8
3735,4,41,235,118,9
3737,4,41,235,119,10
3739,4,41,235,120,11
3741,4,41,235,121,12
3743,4,41,235,126,13
3745,4,41,350,71,1
3747,4,41,350,72,2
3749,4,41,350,73,3
3751,4,41,350,74,4
3753,4,41,236,80,5
3755,4,41,236,89,6
3757,4,41,236,93,7
3759,4,41,236,94,8
3761,4,41,236,96,9
3763,4,41,236,97,10
3765,4,41,236,98,11
3767,4,41,236,102,12
3769,4,41,236,108,13
3771,4,41,236,110,14
3773,4,41,236,111,15
3775,4,41,236,112,16
3777,4,41,236,113,17
3779,4,41,236,114,18
3781,4,41,236,115,19
3783,4,41,236,116,20
3785,4,41,236,117,21
3787,4,41,236,123,22
3789,4,41,236,124,23
3791,4,41,236,125,24
3793,4,41,236,127,25
3795,4,41,236,128,26
3797,4,41,236,129,27
3799,4,41,236,130,28
3801,4,41,236,131,29
3803,4,41,236,156,30
3853,4,42,242,99,8
3875,4,42,243,89,6
3885,4,42,243,98,11
3889,4,42,243,108,13
3891,4,42,243,110,14
3893,4,42,243,111,15
3895,4,42,243,112,16
3897,4,42,243,113,17
3899,4,42,243,114,18
3901,4,42,243,115,19
3903,4,42,243,116,20
3907,4,42,243,123,22
3909,4,42,243,124,23
3911,4,42,243,125,24
3913,4,42,243,127,25
3915,4,42,243,128,26
3917,4,42,243,129,27
3919,4,42,243,130,28
3921,4,42,243,131,29
3925,4,43,244,122,1
3927,4,43,245,103,1
3929,4,43,245,104,2
3931,4,43,245,105,3
3933,4,43,245,106,4
3935,4,43,245,107,5
3937,4,43,245,109,6
3939,4,43,246,100,1
3941,4,43,246,101,2
3943,4,43,434,85,1
3945,4,43,247,86,2
3947,4,43,434,87,3
3949,4,43,247,88,4
3951,4,43,247,95,5
3953,4,43,248,82,1
3955,4,43,248,83,2
3957,4,43,393,84,3
3959,4,43,516,75,1
3961,4,43,249,90,2
3963,4,43,249,76,3
3965,4,43,249,77,4
3967,4,43,249,78,5
3969,4,43,516,79,6
3971,4,43,249,91,7
3973,4,43,249,99,8
3975,4,43,249,118,9
3977,4,43,249,119,10
3979,4,43,249,120,11
3981,4,43,249,121,12
3983,4,43,249,126,13
3985,4,43,352,71,1
3987,4,43,352,72,2
3989,4,43,352,73,3
3991,4,43,352,74,4
3993,4,43,250,80,5
3995,4,43,250,89,6
3997,4,43,250,93,7
3999,4,43,250,94,8
4001,4,43,250,96,9
4003,4,43,250,97,10
4005,4,43,250,98,11
4007,4,43,250,102,12
4009,4,43,250,108,13
4011,4,43,250,110,14
4013,4,43,250,111,15
4015,4,43,250,112,16
4017,4,43,250,113,17
4019,4,43,250,114,18
4021,4,43,250,115,19
4023,4,43,250,116,20
4025,4,43,250,117,21
4027,4,43,250,123,22
4029,4,43,250,124,23
4031,4,43,250,125,24
4033,4,43,250,127,25
4035,4,43,250,128,26
4037,4,43,250,129,27
4039,4,43,250,130,28
4041,4,43,250,131,29
4043,4,43,250,156,30
4045,4,44,251,122,1
4047,4,44,252,103,1
4049,4,44,252,104,2
4051,4,44,252,105,3
4053,4,44,252,106,4
4055,4,44,252,107,5
4057,4,44,252,109,6
4059,4,44,253,100,1
4061,4,44,253,101,2
4063,4,44,435,85,1
4065,4,44,254,86,2
4067,4,44,435,87,3
4069,4,44,254,88,4
4071,4,44,254,95,5
4073,4,44,255,82,1
4075,4,44,255,83,2
4077,4,44,394,84,3
4079,4,44,517,75,1
4081,4,44,256,90,2
4083,4,44,256,76,3
4085,4,44,256,77,4
4087,4,44,256,78,5
4089,4,44,517,79,6
4091,4,44,256,91,7
4093,4,44,256,99,8
4095,4,44,256,118,9
4097,4,44,256,119,10
4099,4,44,256,120,11
4101,4,44,256,121,12
4103,4,44,256,126,13
4105,4,44,353,71,1
4107,4,44,353,72,2
4109,4,44,353,73,3
4111,4,44,353,74,4
4113,4,44,257,80,5
4115,4,44,257,89,6
4117,4,44,257,93,7
4119,4,44,257,94,8
4121,4,44,257,96,9
4123,4,44,257,97,10
4125,4,44,257,98,11
4127,4,44,257,102,12
4129,4,44,257,108,13
4131,4,44,257,110,14
4133,4,44,257,111,15
4135,4,44,257,112,16
4137,4,44,257,113,17
4139,4,44,257,114,18
4141,4,44,257,115,19
4143,4,44,257,116,20
4145,4,44,257,117,21
4147,4,44,257,123,22
4149,4,44,257,124,23
4151,4,44,257,125,24
4153,4,44,257,127,25
4155,4,44,257,128,26
4157,4,44,257,129,27
4159,4,44,257,130,28
4161,4,44,257,131,29
4163,4,44,257,156,30
4165,4,45,258,122,1
4167,4,45,259,103,1
4169,4,45,259,104,2
4171,4,45,259,105,3
4173,4,45,259,106,4
4175,4,45,259,107,5
4177,4,45,259,109,6
4179,4,45,260,100,1
4181,4,45,260,101,2
4183,4,45,436,85,1
4185,4,45,261,86,2
4187,4,45,436,87,3
4189,4,45,261,88,4
4191,4,45,261,95,5
4193,4,45,262,82,1
4195,4,45,262,83,2
4197,4,45,395,84,3
4199,4,45,518,75,1
4201,4,45,263,90,2
4203,4,45,263,76,3
4205,4,45,263,77,4
4207,4,45,263,78,5
4209,4,45,518,79,6
4211,4,45,263,91,7
4213,4,45,263,99,8
4215,4,45,263,118,9
4217,4,45,263,119,10
4219,4,45,263,120,11
4221,4,45,263,121,12
4223,4,45,263,126,13
4225,4,45,354,71,1
4227,4,45,354,72,2
4229,4,45,354,73,3
4231,4,45,354,74,4
4233,4,45,264,80,5
4235,4,45,264,89,6
4237,4,45,264,93,7
4239,4,45,264,94,8
4241,4,45,264,96,9
4243,4,45,264,97,10
4245,4,45,264,98,11
4247,4,45,264,102,12
4249,4,45,264,108,13
4251,4,45,264,110,14
4253,4,45,264,111,15
4255,4,45,264,112,16
4257,4,45,264,113,17
4259,4,45,264,114,18
4261,4,45,264,115,19
4263,4,45,264,116,20
4265,4,45,264,117,21
4267,4,45,264,123,22
4269,4,45,264,124,23
4271,4,45,264,125,24
4273,4,45,264,127,25
4275,4,45,264,128,26
4277,4,45,264,129,27
4279,4,45,264,130,28
4281,4,45,264,131,29
4283,4,45,264,156,30
4369,4,46,272,122,1
4371,4,46,273,103,1
4373,4,46,273,104,2
4375,4,46,273,105,3
4377,4,46,273,106,4
4379,4,46,273,107,5
4381,4,46,273,109,6
4383,4,46,274,100,1
4385,4,46,274,101,2
4387,4,46,437,85,1
4389,4,46,275,86,2
4391,4,46,437,87,3
4393,4,46,275,88,4
4395,4,46,275,95,5
4397,4,46,276,82,1
4399,4,46,276,83,2
4401,4,46,396,84,3
4403,4,46,519,75,1
4405,4,46,277,90,2
4407,4,46,277,76,3
4409,4,46,277,77,4
4411,4,46,277,78,5
4413,4,46,519,79,6
4415,4,46,277,91,7
4417,4,46,277,99,8
4419,4,46,277,118,9
4421,4,46,277,119,10
4423,4,46,277,120,11
4425,4,46,277,121,12
4427,4,46,277,126,13
4429,4,46,355,71,1
4431,4,46,355,72,2
4433,4,46,355,73,3
