value_id,store_id,"label",position,disabled
479792,1,,28,1
479793,0,,0,0
479793,1,,29,0
479794,0,,0,0
479794,1,,30,0
479795,0,,0,0
479795,1,,31,0
479796,0,,0,0
479796,1,,32,0
479797,0,,0,0
479797,1,,33,0
479798,0,,0,0
479798,1,,26,1
479799,0,,0,0
479799,1,,27,1
479800,0,,0,0
479800,1,,28,1
479801,0,,0,0
479801,1,,29,0
479802,0,,0,0
479802,1,,30,0
479803,0,,0,0
479803,1,,31,0
479804,0,,0,0
479804,1,,32,0
479805,0,,0,0
479805,1,,33,0
479830,0,,0,0
479830,1,,26,1
479831,0,,0,0
479831,1,,27,1
479832,0,,0,0
479832,1,,28,1
479833,0,,0,0
479833,1,,29,0
479834,0,,0,0
479834,1,,30,0
479835,0,,0,0
479835,1,,31,0
479836,0,,0,0
479836,1,,32,0
479837,0,,0,0
479837,1,,33,0
479838,0,,0,0
479838,1,,26,1
479839,0,,0,0
479839,1,,27,1
479840,0,,0,0
479840,1,,28,1
479841,0,,0,0
479841,1,,29,0
479842,0,,0,0
479842,1,,30,0
479843,0,,0,0
479843,1,,31,0
479844,0,,0,0
479844,1,,32,0
479845,0,,0,0
479845,1,,33,0
479846,0,,0,0
479846,1,,26,1
479847,0,,0,0
479847,1,,27,1
479848,0,,0,0
479848,1,,28,1
479849,0,,0,0
479849,1,,29,0
479850,0,,0,0
479850,1,,30,0
479851,0,,0,0
479851,1,,31,0
479852,0,,0,0
479852,1,,32,0
479853,0,,0,0
479853,1,,33,0
479854,0,,0,0
479854,1,,26,1
479855,0,,0,0
479855,1,,27,1
479856,0,,0,0
479856,1,,28,1
479857,0,,0,0
479857,1,,29,0
479858,0,,0,0
479858,1,,30,0
479859,0,,0,0
479859,1,,31,0
479860,0,,0,0
479860,1,,32,0
479861,0,,0,0
479861,1,,33,0
479862,0,,0,0
479862,1,,26,1
479863,0,,0,0
479863,1,,27,1
479864,0,,0,0
479864,1,,28,1
479865,0,,0,0
479865,1,,29,0
479866,0,,0,0
479866,1,,30,0
479867,0,,0,0
479867,1,,31,0
479868,0,,0,0
479868,1,,32,0
479869,0,,0,0
479869,1,,33,0
479870,0,,0,0
479870,1,,26,1
479871,0,,0,0
479871,1,,27,1
479872,0,,0,0
479872,1,,28,1
479873,0,,0,0
479873,1,,29,0
479874,0,,0,0
479874,1,,30,0
479875,0,,0,0
479875,1,,31,0
479876,0,,0,0
479876,1,,32,0
479877,0,,0,0
479877,1,,33,0
479878,0,,0,0
479878,1,,26,1
479879,0,,0,0
479879,1,,27,1
479880,0,,0,0
479880,1,,28,1
479881,0,,0,0
479881,1,,29,0
479882,0,,0,0
479882,1,,30,0
479883,0,,0,0
479883,1,,31,0
479884,0,,0,0
479884,1,,32,0
479885,0,,0,0
479885,1,,33,0
479886,0,,0,0
479886,1,,23,1
479887,0,,0,0
479887,1,,24,1
479888,0,,0,0
479888,1,,25,1
479889,0,,0,0
479889,1,,26,0
479890,0,,0,0
479890,1,,27,0
479891,0,,0,0
479891,1,,28,0
479892,0,,0,0
479892,1,,29,0
479893,0,,0,0
479893,1,,23,1
479894,0,,0,0
479894,1,,24,1
479895,0,,0,0
479895,1,,25,1
479896,0,,0,0
479896,1,,26,0
479897,0,,0,0
479897,1,,27,0
479898,0,,0,0
479898,1,,28,0
479899,0,,0,0
479899,1,,29,0
479900,0,,0,0
479900,1,,23,1
479901,0,,0,0
479901,1,,24,1
479902,0,,0,0
479902,1,,25,1
479903,0,,0,0
479903,1,,26,0
479904,0,,0,0
479904,1,,27,0
479905,0,,0,0
479905,1,,28,0
479906,0,,0,0
479906,1,,29,0
479907,0,,0,0
479907,1,,20,1
479908,0,,0,0
479908,1,,21,1
479909,0,,0,0
479909,1,,22,1
479910,0,,0,0
479910,1,,23,0
479911,0,,0,0
479911,1,,24,0
479912,0,,0,0
479912,1,,25,0
479913,0,,0,0
479913,1,,20,1
479914,0,,0,0
479914,1,,21,1
479915,0,,0,0
479915,1,,22,1
479916,0,,0,0
479916,1,,23,0
479917,0,,0,0
479917,1,,24,0
479918,0,,0,0
479918,1,,25,0
479919,0,,0,0
479919,1,,20,1
479920,0,,0,0
479920,1,,21,1
479921,0,,0,0
479921,1,,22,1
479922,0,,0,0
479922,1,,23,0
479923,0,,0,0
479923,1,,24,0
479924,0,,0,0
479924,1,,25,0
479925,0,,0,0
479925,1,,26,1
479926,0,,0,0
479926,1,,27,1
479927,0,,0,0
479927,1,,28,1
479928,0,,0,0
479928,1,,29,0
479929,0,,0,0
479929,1,,30,0
479930,0,,0,0
479930,1,,31,0
479931,0,,0,0
479931,1,,32,0
479932,0,,0,0
479932,1,,33,0
479934,0,,0,0
479934,1,,24,1
479936,0,,1,0
479936,1,,26,0
479937,0,,0,1
479937,1,,27,0
479938,0,,2,0
479938,1,,28,0
479939,0,,3,0
479939,1,,29,0
479940,0,,4,0
479940,1,,20,1
479941,0,,1,1
479941,1,,21,1
479942,0,,3,0
479942,1,,22,1
479943,0,,2,0
479943,1,,23,0
479944,0,,5,0
479944,1,,24,0
479945,0,,6,0
479945,1,,25,0
479946,0,,0,1
479946,1,,17,1
479947,0,,0,0
479947,1,,18,1
479949,0,,1,0
479949,1,,20,0
479950,0,,2,0
479950,1,,21,0
479954,0,,2,0
479954,1,,26,0
479955,0,,3,0
479955,1,,27,0
479956,0,,1,0
479956,1,,28,0
479957,0,,4,0
479957,1,,29,0
479958,0,,0,1
479958,1,,13,1
479959,0,,0,0
479959,1,,14,1
479960,0,,2,0
479960,1,,15,1
479961,0,,1,0
479961,1,,16,0
479962,0,,3,0
479962,1,,17,0
479963,0,,0,1
479963,1,,14,1
479964,0,,0,0
479964,1,,15,1
479965,0,,0,0
479965,1,,16,1
479966,0,,0,0
479966,1,,17,0
479967,0,,0,0
479967,1,,5,1
479968,0,,0,0
479968,1,,6,1
479969,0,,0,0
479969,1,,7,1
479970,0,,0,0
479970,1,,8,0
479971,0,,0,0
479971,1,,9,0
479972,0,,0,0
479972,1,,10,0
479973,0,,0,0
479973,1,,5,1
479974,0,,0,0
479974,1,,6,1
479975,0,,0,0
479975,1,,7,1
479976,0,,0,0
479976,1,,8,0
479977,0,,0,0
479977,1,,9,0
479978,0,,0,0
479978,1,,10,0
479979,0,,0,0
479979,1,,5,1
479980,0,,0,0
479980,1,,6,1
479981,0,,0,0
479981,1,,7,1
479982,0,,0,0
479982,1,,8,0
479983,0,,0,0
479983,1,,9,0
479984,0,,0,0
479984,1,,10,0
479985,0,,0,0
479985,1,,5,1
479986,0,,0,0
479986,1,,6,1
479987,0,,0,0
479987,1,,7,1
479988,0,,0,0
479988,1,,8,0
479989,0,,0,0
479989,1,,9,0
479990,0,,0,0
479990,1,,10,0
479991,0,,0,0
479991,1,,5,1
479992,0,,0,0
479992,1,,6,1
479993,0,,0,0
479993,1,,7,1
479994,0,,0,0
479994,1,,8,0
479995,0,,0,0
479995,1,,9,0
479996,0,,0,0
479996,1,,10,0
479997,0,,0,0
479997,1,,5,1
479998,0,,0,0
479998,1,,6,1
479999,0,,0,0
479999,1,,7,1
480000,0,,0,0
480000,1,,8,0
480001,0,,0,0
480001,1,,9,0
480002,0,,0,0
480002,1,,10,0
480003,0,,0,0
480003,1,,5,1
480004,0,,0,0
480004,1,,6,1
480005,0,,0,0
480005,1,,7,1
480006,0,,0,0
480006,1,,8,0
480007,0,,0,0
480007,1,,9,0
480008,0,,0,0
480008,1,,10,0
480009,0,,0,0
480009,1,,5,1
480010,0,,0,0
480010,1,,6,1
480011,0,,0,0
480011,1,,7,1
480012,0,,0,0
480012,1,,8,0
480013,0,,0,0
480013,1,,9,0
480014,0,,0,0
480014,1,,10,0
480015,0,,0,0
480015,1,,1,1
480016,0,,0,0
480016,1,,2,1
480017,0,,0,0
480017,1,,3,1
480018,0,,0,0
480018,1,,4,0
480019,0,,0,0
480019,1,,5,0
480020,0,,0,0
480020,1,,6,0
480021,0,,0,0
480021,1,,1,1
480022,0,,0,0
480022,1,,2,1
480023,0,,0,0
480023,1,,3,1
480024,0,,0,0
480024,1,,4,0
480025,0,,0,0
480025,1,,5,0
480026,0,,0,0
480026,1,,6,0
480027,0,,0,0
480027,1,,1,1
480028,0,,0,0
480028,1,,2,1
480029,0,,0,0
480029,1,,3,1
480030,0,,0,0
480030,1,,4,0
480031,0,,0,0
480031,1,,5,0
480032,0,,0,0
480032,1,,6,0
480033,0,,0,0
480033,1,,1,1
480034,0,,0,0
480034,1,,2,1
480035,0,,0,0
480035,1,,3,1
480036,0,,0,0
480036,1,,4,0
480037,0,,0,0
480037,1,,5,0
480038,0,,0,0
480038,1,,6,0
480039,0,,0,0
480039,1,,1,1
480040,0,,0,0
480040,1,,2,1
480041,0,,0,0
480041,1,,3,1
480042,0,,0,0
480042,1,,4,0
480043,0,,0,0
480043,1,,5,0
480044,0,,0,0
480044,1,,6,0
480045,0,,0,0
480045,1,,1,1
480046,0,,0,0
480046,1,,2,1
480047,0,,0,0
480047,1,,3,1
480048,0,,0,0
480048,1,,4,0
480049,0,,0,0
480049,1,,5,0
480050,0,,0,0
480050,1,,6,0
480051,0,,0,0
480051,1,,1,1
480052,0,,0,0
480052,1,,2,1
480053,0,,0,0
480053,1,,3,1
480054,0,,0,0
480054,1,,4,0
480055,0,,0,0
480055,1,,5,0
480056,0,,0,0
480056,1,,6,0
480057,0,,0,0
480057,1,,20,1
480058,0,,0,0
480058,1,,21,1
480059,0,,0,0
480059,1,,22,1
480060,0,,0,0
480060,1,,23,0
480061,0,,0,0
480061,1,,24,0
480062,0,,0,0
480062,1,,25,0
480063,0,,0,0
480063,1,,20,1
480064,0,,0,0
480064,1,,21,1
480065,0,,0,0
480065,1,,22,1
480066,0,,0,0
480066,1,,23,0
480067,0,,0,0
480067,1,,24,0
480068,0,,0,0
480068,1,,25,0
480069,0,,0,0
480069,1,,20,1
480070,0,,0,0
480070,1,,21,1
480071,0,,0,0
480071,1,,22,1
480072,0,,0,0
480072,1,,23,0
480073,0,,0,0
480073,1,,24,0
480074,0,,0,0
480074,1,,25,0
480075,0,,0,0
480075,1,,20,1
480076,0,,0,0
480076,1,,21,1
480077,0,,0,0
480077,1,,22,1
480078,0,,0,0
480078,1,,23,0
480079,0,,0,0
480079,1,,24,0
480080,0,,0,0
480080,1,,25,0
480081,0,,0,0
480081,1,,20,1
480082,0,,0,0
480082,1,,21,1
480083,0,,0,0
480083,1,,22,1
480084,0,,0,0
480084,1,,23,0
480085,0,,0,0
480085,1,,24,0
480086,0,,0,0
480086,1,,25,0
480087,0,,0,0
480087,1,,15,1
480088,0,,0,0
480088,1,,16,1
480089,0,,0,0
480089,1,,17,1
480090,0,,0,0
480090,1,,18,0
480091,0,,0,0
480091,1,,19,0
480092,0,,0,0
480092,1,,15,1
480093,0,,0,0
480093,1,,16,1
480094,0,,0,0
480094,1,,17,1
480095,0,,0,0
480095,1,,18,0
480096,0,,0,0
480096,1,,19,0
480097,0,,0,0
480097,1,,15,1
480098,0,,0,0
480098,1,,16,1
480099,0,,0,0
480099,1,,17,1
480100,0,,0,0
480100,1,,18,0
480101,0,,0,0
480101,1,,19,0
480102,0,,0,0
480102,1,,15,1
480103,0,,0,0
480103,1,,16,1
480104,0,,0,0
480104,1,,17,1
480105,0,,0,0
480105,1,,18,0
480106,0,,0,0
480106,1,,19,0
480107,0,,0,0
480107,1,,15,1
480108,0,,0,0
480108,1,,16,1
480109,0,,0,0
480109,1,,17,1
480110,0,,0,0
480110,1,,18,0
480111,0,,0,0
480111,1,,19,0
480112,0,,0,0
480112,1,,15,1
480113,0,,0,0
480113,1,,16,1
480114,0,,0,0
480114,1,,17,1
480115,0,,0,0
480115,1,,18,0
480116,0,,0,0
480116,1,,19,0
480117,0,,0,0
480117,1,,15,1
480118,0,,0,0
480118,1,,16,1
480119,0,,0,0
480119,1,,17,1
480120,0,,0,0
480120,1,,18,0
480121,0,,0,0
480121,1,,19,0
480122,0,,0,0
480122,1,,15,1
480123,0,,0,0
480123,1,,16,1
480124,0,,0,0
480124,1,,17,1
480125,0,,0,0
480125,1,,18,0
480126,0,,0,0
480126,1,,19,0
480127,0,,0,0
480127,1,,15,1
480128,0,,0,0
480128,1,,16,1
480129,0,,0,0
480129,1,,17,1
480130,0,,0,0
480130,1,,18,0
480131,0,,0,0
480131,1,,19,0
480132,0,,0,0
480132,1,,15,1
480133,0,,0,0
480133,1,,16,1
480134,0,,0,0
480134,1,,17,1
480135,0,,0,0
480135,1,,18,0
480136,0,,0,0
480136,1,,19,0
480137,0,,0,0
480137,1,,9,1
480138,0,,0,0
480138,1,,10,1
480139,0,,0,0
480139,1,,11,1
480140,0,,0,0
480140,1,,12,0
480141,0,,0,0
480141,1,,9,1
480142,0,,0,0
480142,1,,10,1
480143,0,,0,0
480143,1,,11,1
480144,0,,0,0
480144,1,,12,0
480145,0,,0,0
480145,1,,9,1
480146,0,,0,0
480146,1,,10,1
480147,0,,0,0
480147,1,,11,1
480148,0,,0,0
480148,1,,12,0
480149,0,,0,0
480149,1,,9,1
480150,0,,0,0
480150,1,,10,1
480151,0,,0,0
480151,1,,11,1
480152,0,,0,0
480152,1,,12,0
480153,0,,0,0
480153,1,,9,1
480154,0,,0,0
480154,1,,10,1
480155,0,,0,0
480155,1,,11,1
480156,0,,0,0
480156,1,,12,0
480157,0,,0,0
480157,1,,9,1
480158,0,,0,0
480158,1,,10,1
480159,0,,0,0
480159,1,,11,1
480160,0,,0,0
480160,1,,12,0
480161,0,,0,0
480161,1,,9,1
480162,0,,0,0
480162,1,,10,1
480163,0,,0,0
480163,1,,11,1
480164,0,,0,0
480164,1,,12,0
480165,0,,0,0
480165,1,,9,1
480166,0,,0,0
480166,1,,10,1
480167,0,,0,0
480167,1,,11,1
480168,0,,0,0
480168,1,,12,0
480169,0,,0,0
480169,1,,9,1
480170,0,,0,0
480170,1,,10,1
480171,0,,0,0
480171,1,,11,1
480172,0,,0,0
480172,1,,12,0
480173,0,,0,0
480173,1,,9,1
480174,0,,0,0
480174,1,,10,1
480175,0,,0,0
480175,1,,11,1
480176,0,,0,0
480176,1,,12,0
480177,0,,0,0
480177,1,,9,1
480178,0,,0,0
480178,1,,10,1
480179,0,,0,0
480179,1,,11,1
480180,0,,0,0
480180,1,,12,0
480181,0,,0,0
480181,1,,9,1
480182,0,,0,0
480182,1,,10,1
480183,0,,0,0
480183,1,,11,1
480184,0,,0,0
480184,1,,12,0
480185,0,,0,0
480185,1,,9,1
480186,0,,0,0
480186,1,,10,1
480187,0,,0,0
480187,1,,11,1
480188,0,,0,0
480188,1,,12,0
480189,0,,0,0
480189,1,,9,1
480190,0,,0,0
480190,1,,10,1
480191,0,,0,0
480191,1,,11,1
480192,0,,0,0
480192,1,,12,0
480193,0,,0,0
480193,1,,9,1
480194,0,,0,0
480194,1,,10,1
480195,0,,0,0
480195,1,,11,1
480196,0,,0,0
480196,1,,12,0
480197,0,,0,0
480197,1,,9,1
480198,0,,0,0
480198,1,,10,1
480199,0,,0,0
480199,1,,11,1
480200,0,,0,0
480200,1,,12,0
480201,0,,0,0
480201,1,,9,1
480202,0,,0,0
480202,1,,10,1
480203,0,,0,0
480203,1,,11,1
480204,0,,0,0
480204,1,,12,0
480205,0,,0,0
480205,1,,9,1
480206,0,,0,0
480206,1,,10,1
480207,0,,0,0
480207,1,,11,1
480208,0,,0,0
480208,1,,12,0
480209,0,,0,0
480209,1,,9,1
480210,0,,0,0
480210,1,,10,1
480211,0,,0,0
480211,1,,11,1
480212,0,,0,0
480212,1,,12,0
480213,0,,0,0
480213,1,,9,1
480214,0,,0,0
480214,1,,10,1
480215,0,,0,0
480215,1,,11,1
480216,0,,0,0
480216,1,,12,0
480217,0,,0,0
480217,1,,9,1
480218,0,,0,0
480218,1,,10,1
480219,0,,0,0
480219,1,,11,1
480220,0,,0,0
480220,1,,12,0
480221,0,,0,0
480221,1,,9,1
480222,0,,0,0
480222,1,,10,1
480223,0,,0,0
480223,1,,11,1
480224,0,,0,0
480224,1,,12,0
480225,0,,0,0
480225,1,,9,1
480226,0,,0,0
480226,1,,10,1
480227,0,,0,0
480227,1,,11,1
480228,0,,0,0
480228,1,,12,0
480229,0,,0,0
480229,1,,9,1
480230,0,,0,0
480230,1,,10,1
480231,0,,0,0
480231,1,,11,1
480232,0,,0,0
480232,1,,12,0
480233,0,,0,0
480233,1,,9,1
480234,0,,0,0
480234,1,,10,1
480235,0,,0,0
480235,1,,11,1
480236,0,,0,0
480236,1,,12,0
480237,0,,0,0
480237,1,,9,1
480238,0,,0,0
480238,1,,10,1
480239,0,,0,0
480239,1,,11,1
480240,0,,0,0
480240,1,,12,0
480241,0,,0,0
480241,1,,9,1
480242,0,,0,0
480242,1,,10,1
480243,0,,0,0
480243,1,,11,1
480244,0,,0,0
480244,1,,12,0
480245,0,,0,0
480245,1,,9,1
480246,0,,0,0
480246,1,,10,1
480247,0,,0,0
480247,1,,11,1
480248,0,,0,0
480248,1,,12,0
480249,0,,0,0
480249,1,,9,1
480250,0,,0,0
480250,1,,10,1
480251,0,,0,0
480251,1,,11,1
480252,0,,0,0
480252,1,,12,0
480253,0,,0,0
480253,1,,9,1
480254,0,,0,0
480254,1,,10,1
480255,0,,0,0
480255,1,,11,1
480256,0,,0,0
480256,1,,12,0
480257,0,,0,0
480257,1,,11,1
480258,0,,0,0
480258,1,,12,1
480259,0,,0,0
480259,1,,13,1
480260,0,,0,0
480260,1,,14,0
480261,0,,0,0
480261,1,,15,0
480262,0,,0,0
480262,1,,11,1
480263,0,,0,0
480263,1,,12,1
480264,0,,0,0
480264,1,,13,1
480265,0,,0,0
480265,1,,14,0
480266,0,,0,0
480266,1,,15,0
480267,0,,0,0
480267,1,,11,1
480268,0,,0,0
480268,1,,12,1
480269,0,,0,0
480269,1,,13,1
480270,0,,0,0
480270,1,,14,0
480271,0,,0,0
480271,1,,15,0
480272,0,,0,0
480272,1,,11,1
480273,0,,0,0
480273,1,,12,1
480274,0,,0,0
480274,1,,13,1
480275,0,,0,0
480275,1,,14,0
480276,0,,0,0
480276,1,,15,0
480277,0,,0,0
480277,1,,11,1
480278,0,,0,0
480278,1,,12,1
480279,0,,0,0
480279,1,,13,1
480280,0,,0,0
480280,1,,14,0
480281,0,,0,0
480281,1,,15,0
480282,0,,0,0
480282,1,,11,1
480283,0,,0,0
480283,1,,12,1
480284,0,,0,0
480284,1,,13,1
480285,0,,0,0
480285,1,,14,0
480286,0,,0,0
480286,1,,15,0
480287,0,,0,0
480287,1,,11,1
480288,0,,0,0
480288,1,,12,1
480289,0,,0,0
480289,1,,13,1
480290,0,,0,0
480290,1,,14,0
480291,0,,0,0
480291,1,,15,0
480292,0,,0,0
480292,1,,11,1
480293,0,,0,0
480293,1,,12,1
480294,0,,0,0
480294,1,,13,1
480295,0,,0,0
480295,1,,14,0
480296,0,,0,0
480296,1,,15,0
480297,0,,0,0
480297,1,,11,1
480298,0,,0,0
480298,1,,12,1
480299,0,,0,0
480299,1,,13,1
480300,0,,0,0
480300,1,,14,0
480301,0,,0,0
480301,1,,15,0
480302,0,,0,0
480302,1,,11,1
480303,0,,0,0
480303,1,,12,1
480304,0,,0,0
480304,1,,13,1
480305,0,,0,0
480305,1,,14,0
480306,0,,0,0
480306,1,,15,0
480307,0,,0,0
480307,1,,11,1
480308,0,,0,0
480308,1,,12,1
480309,0,,0,0
480309,1,,13,1
480310,0,,0,0
480310,1,,14,0
480311,0,,0,0
480311,1,,15,0
480312,0,,0,0
480312,1,,11,1
480313,0,,0,0
480313,1,,12,1
480314,0,,0,0
480314,1,,13,1
480315,0,,0,0
480315,1,,14,0
480316,0,,0,0
480316,1,,15,0
480317,0,,0,0
480317,1,,11,1
480318,0,,0,0
480318,1,,12,1
480319,0,,0,0
480319,1,,13,1
480320,0,,0,0
480320,1,,14,0
480321,0,,0,0
480321,1,,15,0
480322,0,,0,0
480322,1,,11,1
480323,0,,0,0
480323,1,,12,1
480324,0,,0,0
480324,1,,13,1
480325,0,,0,0
480325,1,,14,0
480326,0,,0,0
480326,1,,15,0
480327,0,,0,0
480327,1,,11,1
480328,0,,0,0
480328,1,,12,1
480329,0,,0,0
480329,1,,13,1
480330,0,,0,0
480330,1,,14,0
480331,0,,0,0
480331,1,,15,0
480332,0,,0,0
480332,1,,11,1
480333,0,,0,0
480333,1,,12,1
480334,0,,0,0
480334,1,,13,1
480335,0,,0,0
480335,1,,14,0
480336,0,,0,0
480336,1,,15,0
480337,0,,0,0
480337,1,,11,1
480338,0,,0,0
480338,1,,12,1
480339,0,,0,0
480339,1,,13,1
480340,0,,0,0
480340,1,,14,0
480341,0,,0,0
480341,1,,15,0
480342,0,,0,0
480342,1,,11,1
480343,0,,0,0
480343,1,,12,1
480344,0,,0,0
480344,1,,13,1
480345,0,,0,0
480345,1,,14,0
480346,0,,0,0
480346,1,,15,0
480347,0,,0,0
480347,1,,11,1
480348,0,,0,0
480348,1,,12,1
480349,0,,0,0
480349,1,,13,1
480350,0,,0,0
480350,1,,14,0
480351,0,,0,0
480351,1,,15,0
480352,0,,0,0
480352,1,,11,1
480353,0,,0,0
480353,1,,12,1
480354,0,,0,0
480354,1,,13,1
480355,0,,0,0
480355,1,,14,0
480356,0,,0,0
480356,1,,15,0
480357,0,,0,0
480357,1,,11,1
480358,0,,0,0
480358,1,,12,1
480359,0,,0,0
480359,1,,13,1
480360,0,,0,0
480360,1,,14,0
480361,0,,0,0
480361,1,,15,0
480362,0,,0,0
480362,1,,11,1
480363,0,,0,0
480363,1,,12,1
480364,0,,0,0
480364,1,,13,1
480365,0,,0,0
480365,1,,14,0
480366,0,,0,0
480366,1,,15,0
480367,0,,0,0
480367,1,,11,1
480368,0,,0,0
480368,1,,12,1
480369,0,,0,0
480369,1,,13,1
480370,0,,0,0
480370,1,,14,0
480371,0,,0,0
480371,1,,15,0
480372,0,,0,0
480372,1,,11,1
480373,0,,0,0
480373,1,,12,1
480374,0,,0,0
480374,1,,13,1
480375,0,,0,0
480375,1,,14,0
480376,0,,0,0
480376,1,,15,0
480377,0,,0,0
480377,1,,11,1
480378,0,,0,0
480378,1,,12,1
480379,0,,0,0
480379,1,,13,1
480380,0,,0,0
480380,1,,14,0
480381,0,,0,0
480381,1,,15,0
480382,0,,0,0
480382,1,,11,1
480383,0,,0,0
480383,1,,12,1
480384,0,,0,0
480384,1,,13,1
480385,0,,0,0
480385,1,,14,0
480386,0,,0,0
480386,1,,15,0
480387,0,,0,0
480387,1,,11,1
480388,0,,0,0
480388,1,,12,1
480389,0,,0,0
480389,1,,13,1
480390,0,,0,0
480390,1,,14,0
480391,0,,0,0
480391,1,,15,0
480392,0,,0,0
480392,1,,11,1
480393,0,,0,0
480393,1,,12,1
480394,0,,0,0
480394,1,,13,1
480395,0,,0,0
480395,1,,14,0
480396,0,,0,0
480396,1,,15,0
480397,0,,0,0
480397,1,,9,1
480398,0,,0,0
480398,1,,10,1
480399,0,,0,0
480399,1,,11,1
480400,0,,0,0
480400,1,,12,0
480401,0,,0,0
480401,1,,9,1
480402,0,,0,0
480402,1,,10,1
480403,0,,0,0
480403,1,,11,1
480404,0,,0,0
480404,1,,12,0
480405,0,,0,0
480405,1,,9,1
480406,0,,0,0
480406,1,,10,1
480407,0,,0,0
480407,1,,11,1
480408,0,,0,0
480408,1,,12,0
480409,0,,0,0
480409,1,,9,1
480410,0,,0,0
480410,1,,10,1
480411,0,,0,0
480411,1,,11,1
480412,0,,0,0
480412,1,,12,0
480413,0,,0,0
480413,1,,9,1
480414,0,,0,0
480414,1,,10,1
480415,0,,0,0
480415,1,,11,1
480416,0,,0,0
480416,1,,12,0
480417,0,,0,0
480417,1,,9,1
480418,0,,0,0
480418,1,,10,1
480419,0,,0,0
480419,1,,11,1
480420,0,,0,0
480420,1,,12,0
480421,0,,0,0
480421,1,,9,1
480422,0,,0,0
480422,1,,10,1
480423,0,,0,0
480423,1,,11,1
480424,0,,0,0
480424,1,,12,0
480425,0,,0,0
480425,1,,9,1
480426,0,,0,0
480426,1,,10,1
480427,0,,0,0
480427,1,,11,1
480428,0,,0,0
480428,1,,12,0
480429,0,,0,0
480429,1,,9,1
480430,0,,0,0
480430,1,,10,1
480431,0,,0,0
480431,1,,11,1
480432,0,,0,0
480432,1,,12,0
480433,0,,0,0
480433,1,,9,1
480434,0,,0,0
480434,1,,10,1
480435,0,,0,0
480435,1,,11,1
480436,0,,0,0
480436,1,,12,0
480437,0,,0,0
480437,1,,11,1
480438,0,,0,0
480438,1,,12,1
480439,0,,0,0
480439,1,,13,1
480440,0,,0,0
480440,1,,14,0
480441,0,,0,0
480441,1,,15,0
480442,0,,0,0
480442,1,,11,1
480443,0,,0,0
480443,1,,12,1
480444,0,,0,0
480444,1,,13,1
480445,0,,0,0
480445,1,,14,0
480446,0,,0,0
480446,1,,15,0
480447,0,,0,0
480447,1,,11,1
480448,0,,0,0
480448,1,,12,1
480449,0,,0,0
480449,1,,13,1
480450,0,,0,0
480450,1,,14,0
480451,0,,0,0
480451,1,,15,0
480452,0,,0,0
480452,1,,11,1
480453,0,,0,0
480453,1,,12,1
480454,0,,0,0
480454,1,,13,1
480455,0,,0,0
480455,1,,14,0
480456,0,,0,0
480456,1,,15,0
480457,0,,0,0
480457,1,,11,1
480458,0,,0,0
480458,1,,12,1
480459,0,,0,0
480459,1,,13,1
480460,0,,0,0
480460,1,,14,0
480461,0,,0,0
480461,1,,15,0
480462,0,,0,0
480462,1,,11,1
480463,0,,0,0
480463,1,,12,1
480464,0,,0,0
480464,1,,13,1
480465,0,,0,0
480465,1,,14,0
480466,0,,0,0
480466,1,,15,0
480467,0,,0,0
480467,1,,11,1
480468,0,,0,0
480468,1,,12,1
480469,0,,0,0
480469,1,,13,1
480470,0,,0,0
480470,1,,14,0
480471,0,,0,0
480471,1,,15,0
480472,0,,0,0
480472,1,,11,1
480473,0,,0,0
480473,1,,12,1
480474,0,,0,0
480474,1,,13,1
480475,0,,0,0
480475,1,,14,0
480476,0,,0,0
480476,1,,15,0
480477,0,,0,0
480477,1,,11,1
480478,0,,0,0
480478,1,,12,1
480479,0,,0,0
480479,1,,13,1
480480,0,,0,0
480480,1,,14,0
480481,0,,0,0
480481,1,,15,0
480482,0,,0,0
480482,1,,11,1
480483,0,,0,0
480483,1,,12,1
480484,0,,0,0
480484,1,,13,1
480485,0,,0,0
480485,1,,14,0
480486,0,,0,0
480486,1,,15,0
480487,0,,0,0
480487,1,,9,1
480488,0,,0,0
480488,1,,10,1
480489,0,,0,0
480489,1,,11,1
480490,0,,0,0
480490,1,,12,0
480491,0,,0,0
480491,1,,9,1
480492,0,,0,0
480492,1,,10,1
480493,0,,0,0
480493,1,,11,1
480494,0,,0,0
480494,1,,12,0
480495,0,,0,0
480495,1,,9,1
480496,0,,0,0
480496,1,,10,1
480497,0,,0,0
480497,1,,11,1
480498,0,,0,0
480498,1,,12,0
480499,0,,0,0
480499,1,,9,1
480500,0,,0,0
480500,1,,10,1
480501,0,,0,0
480501,1,,11,1
480502,0,,0,0
480502,1,,12,0
480503,0,,0,0
480503,1,,9,1
480504,0,,0,0
480504,1,,10,1
480505,0,,0,0
480505,1,,11,1
480506,0,,0,0
480506,1,,12,0
480507,0,,0,0
480507,1,,9,1
480508,0,,0,0
480508,1,,10,1
480509,0,,0,0
480509,1,,11,1
480510,0,,0,0
480510,1,,12,0
480511,0,,0,0
480511,1,,9,1
480512,0,,0,0
480512,1,,10,1
480513,0,,0,0
480513,1,,11,1
480514,0,,0,0
480514,1,,12,0
480515,0,,0,0
480515,1,,9,1
480516,0,,0,0
480516,1,,10,1
480517,0,,0,0
480517,1,,11,1
480518,0,,0,0
480518,1,,12,0
480519,0,,0,0
480519,1,,9,1
480520,0,,0,0
480520,1,,10,1
480521,0,,0,0
